CONTRACT_ID;COLL_STATUS;INSTALLATION_DATE;VOICE_SERVICE_NAME;NET_SERVICE_NAME;SEGMENT_GROUP
15968;0;2021-08-10;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
15969;0;2012-09-11;Üzleti Hang M;ÜzlNet Korlátlan;ENT
15970;0;2014-05-03;Üzleti Hang M;Vállalkozók Netje;ENT
15971;0;2011-02-13;Üzleti Hang S;Vállalkozók Netje;ENT
15972;0;2010-10-16;Üzleti Hang M;ÜzlNet 2GB;ENT
15973;0;2021-07-30;Üzleti Hang XL;Vállalkozók Netje;ENT
15974;0;2021-06-02;Üzleti Hang S;Vállalkozók Netje;ENT
15975;0;2013-02-21;Üzleti Hang XL;Vállalkozók Netje;ENT
15976;0;2019-12-26;Üzleti Hang S;Vállalkozók Netje;ENT
15977;0;2019-09-04;Üzleti Hang XL;Vállalkozók Netje;ENT
15978;0;2016-08-03;Üzleti Hang M;ÜzlNet Korlátlan;ENT
15979;0;2021-02-26;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
15980;0;2013-08-09;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
15981;0;2011-01-24;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
15982;0;2013-07-31;Üzleti Hang S;ÜzlNet 2GB;ENT
15983;0;2019-07-27;Üzleti Hang M;ÜzlNet 2GB;ENT
15984;0;2012-04-05;Üzleti Hang M;ÜzlNet 2GB;ENT
15985;0;2014-05-10;Üzleti Hang M;ÜzlNet Korlátlan;ENT
15986;0;2015-02-28;Üzleti Hang M;ÜzlNet Korlátlan;ENT
15987;0;2020-04-21;Üzleti Hang M;ÜzlNet Korlátlan;ENT
15988;0;2014-05-31;Üzleti Hang XL;Vállalkozók Netje;ENT
15989;0;2012-03-26;Lakossági Hang Korlátlan;Korlátlan Net;LAK
15990;0;2023-01-08;Lakossági Hang Korlátlan;Net 5GB;LAK
15991;0;2017-07-28;Lakossági Hang M;Net 3GB;LAK
15992;0;2013-08-18;Lakossági Hang M;Net 3GB;LAK
15993;0;2019-10-17;Lakossági Hang M;Net 5GB;LAK
15994;0;2016-12-25;Lakossági Hang Korlátlan;Korlátlan Net;LAK
15995;0;2012-05-18;Lakossági Hang XS;Net 5GB;LAK
15996;0;2021-03-06;Üzleti Hang S;ÜzlNet 2GB;ENT
15997;0;2015-01-04;Lakossági Hang XS;Net 3GB;LAK
15998;0;2016-06-13;Lakossági Hang Korlátlan;Net 5GB;LAK
15999;0;2023-01-04;Lakossági Hang Korlátlan;Net 5GB;LAK
16000;0;2019-09-06;Lakossági Hang Korlátlan;Net 5GB;LAK
16001;0;2019-11-05;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16002;0;2022-07-10;Lakossági Hang M;Korlátlan Net;LAK
16003;0;2013-01-17;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16004;0;2015-10-15;Lakossági Hang Korlátlan;Net 3GB;LAK
16005;0;2015-04-28;Lakossági Hang M;Net 3GB;LAK
16006;0;2018-08-05;Lakossági Hang XS;Korlátlan Net;LAK
16007;0;2021-03-26;Lakossági Hang XS;Korlátlan Net;LAK
16008;0;2013-07-11;Lakossági Hang Korlátlan;Net 3GB;LAK
16009;0;2014-12-06;Lakossági Hang M;Net 3GB;LAK
16010;0;2022-10-22;Lakossági Hang M;Korlátlan Net;LAK
16011;0;2022-05-26;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16012;0;2021-02-24;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16013;0;2010-03-22;Üzleti Hang XL;Vállalkozók Netje;ENT
16014;0;2011-01-26;Lakossági Hang Korlátlan;Net 5GB;LAK
16015;0;2020-12-04;Üzleti Hang M;Vállalkozók Netje;ENT
16016;0;2023-04-08;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16017;0;2016-10-18;Lakossági Hang M;Net 3GB;LAK
16018;0;2018-06-14;Lakossági Hang Korlátlan;Net 5GB;LAK
16019;0;2012-08-12;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16020;0;2020-02-23;Lakossági Hang XS;Net 5GB;LAK
16021;0;2013-07-17;Lakossági Hang M;Net 3GB;LAK
16022;0;2015-09-24;Lakossági Hang M;Net 5GB;LAK
16023;0;2016-03-10;Lakossági Hang XS;Net 5GB;LAK
16024;0;2010-08-26;Lakossági Hang XS;Korlátlan Net;LAK
16025;0;2018-01-25;Lakossági Hang XS;Korlátlan Net;LAK
16026;0;2010-01-15;Lakossági Hang M;Net 5GB;LAK
16027;0;2021-07-23;Lakossági Hang M;Net 3GB;LAK
16028;0;2013-12-05;Lakossági Hang Korlátlan;Net 3GB;LAK
16029;0;2017-11-11;Lakossági Hang XS;Net 3GB;LAK
16030;0;2019-09-01;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16031;0;2015-07-02;Lakossági Hang M;Korlátlan Net;LAK
16032;0;2023-05-21;Lakossági Hang M;Net 5GB;LAK
16033;0;2015-03-23;Lakossági Hang XS;Korlátlan Net;LAK
16034;1;2022-04-13;Lakossági Hang Korlátlan;Net 3GB;LAK
16035;0;2014-09-15;Lakossági Hang XS;Net 5GB;LAK
16036;0;2016-03-29;Lakossági Hang Korlátlan;Net 3GB;LAK
16037;0;2015-07-20;Lakossági Hang M;Net 5GB;LAK
16038;0;2021-11-06;Lakossági Hang Korlátlan;Net 5GB;LAK
16039;0;2012-05-16;Lakossági Hang Korlátlan;Net 5GB;LAK
16040;1;2019-05-25;Lakossági Hang XS;Korlátlan Net;LAK
16041;0;2020-10-16;Lakossági Hang M;Net 5GB;LAK
16042;0;2017-11-03;Lakossági Hang Korlátlan;Net 5GB;LAK
16043;0;2011-11-05;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16044;0;2018-01-12;Lakossági Hang Korlátlan;Net 5GB;LAK
16045;0;2013-04-05;Lakossági Hang XS;Korlátlan Net;LAK
16046;0;2013-03-29;Lakossági Hang Korlátlan;Net 3GB;LAK
16047;0;2022-04-25;Lakossági Hang Korlátlan;Net 5GB;LAK
16048;0;2020-01-11;Lakossági Hang M;Net 5GB;LAK
16049;0;2012-08-16;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16050;1;2016-02-21;Lakossági Hang XS;Korlátlan Net;LAK
16051;0;2015-10-30;Lakossági Hang Korlátlan;Net 5GB;LAK
16052;0;2017-03-26;Lakossági Hang M;Net 3GB;LAK
16053;0;2015-02-10;Lakossági Hang XS;Net 3GB;LAK
16054;0;2015-02-11;Lakossági Hang M;Net 5GB;LAK
16055;0;2013-06-25;Lakossági Hang Korlátlan;Net 3GB;LAK
16056;0;2017-02-03;Lakossági Hang M;Net 5GB;LAK
16057;0;2018-03-25;Lakossági Hang Korlátlan;Net 5GB;LAK
16058;0;2013-12-11;Lakossági Hang XS;Korlátlan Net;LAK
16059;0;2017-01-04;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16060;0;2012-08-21;Lakossági Hang Korlátlan;Net 5GB;LAK
16061;0;2012-07-14;Lakossági Hang XS;Korlátlan Net;LAK
16062;0;2022-12-28;Üzleti Hang S;Vállalkozók Netje;ENT
16063;0;2015-05-17;Üzleti Hang M;ÜzlNet 2GB;ENT
16064;0;2017-09-21;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16065;0;2022-10-16;Üzleti Hang S;Vállalkozók Netje;ENT
16066;0;2011-02-28;Lakossági Hang M;Net 3GB;LAK
16067;1;2011-12-31;Lakossági Hang Korlátlan;Net 3GB;LAK
16068;0;2022-12-17;Lakossági Hang XS;Korlátlan Net;LAK
16069;0;2017-11-20;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16070;1;2022-12-09;Lakossági Hang XS;Net 5GB;LAK
16071;0;2023-03-07;Lakossági Hang Korlátlan;Net 5GB;LAK
16072;0;2013-05-26;Lakossági Hang XS;Net 5GB;LAK
16073;0;2023-05-02;Lakossági Hang XS;Korlátlan Net;LAK
16074;1;2017-05-23;Lakossági Hang M;Net 3GB;LAK
16075;0;2015-06-14;Lakossági Hang XS;Korlátlan Net;LAK
16076;0;2013-11-14;Lakossági Hang Korlátlan;Net 3GB;LAK
16077;1;2012-10-04;Lakossági Hang M;Net 5GB;LAK
16078;0;2017-03-10;Lakossági Hang Korlátlan;Net 5GB;LAK
16079;1;2011-03-23;Lakossági Hang M;Korlátlan Net;LAK
16080;0;2010-09-24;Lakossági Hang M;Net 3GB;LAK
16081;0;2011-08-24;Lakossági Hang Korlátlan;Net 3GB;LAK
16082;0;2014-10-03;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16083;0;2012-03-15;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16084;0;2014-08-14;Lakossági Hang Korlátlan;Net 3GB;LAK
16085;0;2020-01-07;Lakossági Hang Korlátlan;Net 3GB;LAK
16086;1;2018-11-07;Lakossági Hang M;Net 3GB;LAK
16087;0;2016-08-01;Lakossági Hang XS;Korlátlan Net;LAK
16088;0;2021-06-01;Lakossági Hang M;Net 3GB;LAK
16089;0;2016-10-15;Lakossági Hang M;Korlátlan Net;LAK
16090;0;2010-09-03;Lakossági Hang M;Net 3GB;LAK
16091;0;2015-10-03;Lakossági Hang M;Net 5GB;LAK
16092;0;2013-10-25;Lakossági Hang XS;Net 3GB;LAK
16093;1;2021-02-27;Lakossági Hang M;Net 3GB;LAK
16094;0;2018-03-25;Lakossági Hang M;Korlátlan Net;LAK
16095;0;2010-01-02;Lakossági Hang M;Korlátlan Net;LAK
16096;0;2018-08-29;Lakossági Hang M;Korlátlan Net;LAK
16097;0;2016-08-11;Lakossági Hang XS;Net 3GB;LAK
16098;0;2013-01-21;Lakossági Hang XS;Korlátlan Net;LAK
16099;0;2018-09-03;Üzleti Hang XL;ÜzlNet 2GB;ENT
16100;0;2021-01-24;Lakossági Hang XS;Net 3GB;LAK
16101;0;2022-09-17;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16102;0;2022-08-16;Lakossági Hang M;Net 3GB;LAK
16103;0;2017-05-28;Lakossági Hang XS;Net 3GB;LAK
16104;1;2021-08-14;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16105;1;2020-05-07;Lakossági Hang M;Korlátlan Net;LAK
16106;0;2023-06-18;Lakossági Hang M;Net 3GB;LAK
16107;0;2021-06-17;Lakossági Hang M;Net 3GB;LAK
16108;0;2011-08-25;Lakossági Hang M;Net 5GB;LAK
16109;0;2017-01-02;Lakossági Hang XS;Net 3GB;LAK
16110;0;2010-02-09;Lakossági Hang M;Net 5GB;LAK
16111;1;2021-12-02;Lakossági Hang XS;Net 3GB;LAK
16112;0;2012-06-17;Lakossági Hang XS;Net 5GB;LAK
16113;0;2022-04-15;Lakossági Hang XS;Korlátlan Net;LAK
16114;0;2011-10-19;Lakossági Hang XS;Net 3GB;LAK
16115;0;2014-03-29;Lakossági Hang XS;Net 5GB;LAK
16116;0;2015-08-14;Lakossági Hang Korlátlan;Net 3GB;LAK
16117;0;2011-01-27;Lakossági Hang XS;Net 3GB;LAK
16118;0;2018-11-12;Lakossági Hang M;Korlátlan Net;LAK
16119;0;2020-07-31;Lakossági Hang Korlátlan;Net 3GB;LAK
16120;0;2016-01-02;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16121;1;2012-12-26;Lakossági Hang Korlátlan;Net 5GB;LAK
16122;0;2023-06-21;Lakossági Hang Korlátlan;Net 3GB;LAK
16123;0;2021-04-10;Lakossági Hang XS;Korlátlan Net;LAK
16124;0;2014-04-15;Lakossági Hang M;Net 5GB;LAK
16125;0;2022-02-16;Lakossági Hang XS;Korlátlan Net;LAK
16126;0;2020-08-18;Lakossági Hang XS;Net 5GB;LAK
16127;0;2014-12-05;Lakossági Hang M;Korlátlan Net;LAK
16128;0;2016-03-20;Lakossági Hang M;Korlátlan Net;LAK
16129;0;2020-01-23;Lakossági Hang Korlátlan;Net 5GB;LAK
16130;0;2011-02-06;Üzleti Hang M;ÜzlNet 2GB;ENT
16131;0;2011-11-01;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16132;0;2013-03-26;Lakossági Hang XS;Net 5GB;LAK
16133;0;2020-04-23;Lakossági Hang Korlátlan;Net 3GB;LAK
16134;0;2021-07-18;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16135;0;2012-04-24;Lakossági Hang Korlátlan;Net 5GB;LAK
16136;0;2011-04-03;Lakossági Hang M;Korlátlan Net;LAK
16137;0;2020-04-30;Lakossági Hang XS;Korlátlan Net;LAK
16138;0;2021-03-24;Lakossági Hang Korlátlan;Net 5GB;LAK
16139;0;2015-08-15;Lakossági Hang M;Net 5GB;LAK
16140;0;2013-06-08;Lakossági Hang M;Net 3GB;LAK
16141;0;2012-08-07;Lakossági Hang M;Net 3GB;LAK
16142;0;2012-01-07;Lakossági Hang Korlátlan;Net 5GB;LAK
16143;0;2015-02-19;Lakossági Hang M;Korlátlan Net;LAK
16144;0;2014-01-04;Lakossági Hang Korlátlan;Net 3GB;LAK
16145;0;2012-01-14;Lakossági Hang Korlátlan;Net 3GB;LAK
16146;0;2013-05-01;Lakossági Hang Korlátlan;Net 5GB;LAK
16147;0;2019-07-07;Lakossági Hang M;Net 3GB;LAK
16148;0;2011-07-05;Lakossági Hang M;Net 3GB;LAK
16149;0;2016-04-07;Üzleti Hang M;ÜzlNet 2GB;ENT
16150;0;2018-12-21;Lakossági Hang Korlátlan;Net 3GB;LAK
16151;0;2017-11-27;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16152;0;2017-10-25;Lakossági Hang M;Net 3GB;LAK
16153;0;2016-03-13;Lakossági Hang Korlátlan;Net 3GB;LAK
16154;0;2013-11-10;Lakossági Hang XS;Korlátlan Net;LAK
16155;0;2017-05-14;Üzleti Hang XL;Vállalkozók Netje;ENT
16156;0;2019-12-30;Lakossági Hang XS;Net 3GB;LAK
16157;0;2012-03-20;Lakossági Hang XS;Net 5GB;LAK
16158;0;2019-07-27;Lakossági Hang M;Korlátlan Net;LAK
16159;0;2014-08-10;Lakossági Hang M;Korlátlan Net;LAK
16160;0;2014-08-18;Lakossági Hang XS;Korlátlan Net;LAK
16161;0;2014-11-29;Lakossági Hang Korlátlan;Net 3GB;LAK
16162;0;2019-11-04;Lakossági Hang XS;Net 5GB;LAK
16163;0;2010-05-14;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16164;0;2014-12-27;Lakossági Hang M;Net 3GB;LAK
16165;0;2010-08-16;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16166;0;2018-07-06;Lakossági Hang XS;Net 3GB;LAK
16167;0;2014-12-10;Lakossági Hang Korlátlan;Net 3GB;LAK
16168;0;2017-10-08;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16169;0;2022-05-24;Lakossági Hang M;Net 3GB;LAK
16170;0;2020-04-19;Lakossági Hang M;Net 5GB;LAK
16171;0;2016-09-09;Lakossági Hang M;Net 5GB;LAK
16172;0;2020-07-23;Lakossági Hang XS;Net 3GB;LAK
16173;0;2021-05-07;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16174;0;2018-10-11;Lakossági Hang M;Korlátlan Net;LAK
16175;0;2017-06-05;Lakossági Hang M;Korlátlan Net;LAK
16176;0;2015-03-02;Üzleti Hang S;ÜzlNet 2GB;ENT
16177;0;2010-07-07;Lakossági Hang M;Net 5GB;LAK
16178;1;2013-03-27;Lakossági Hang M;Net 5GB;LAK
16179;0;2022-01-01;Lakossági Hang XS;Net 3GB;LAK
16180;0;2015-08-13;Lakossági Hang Korlátlan;Net 5GB;LAK
16181;0;2017-09-09;Lakossági Hang Korlátlan;Net 3GB;LAK
16182;0;2021-07-14;Lakossági Hang M;Korlátlan Net;LAK
16183;0;2022-11-21;Üzleti Hang S;ÜzlNet 2GB;ENT
16184;0;2010-03-21;Lakossági Hang XS;Net 5GB;LAK
16185;0;2020-10-14;Lakossági Hang Korlátlan;Net 5GB;LAK
16186;0;2013-11-07;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16187;0;2013-10-06;Lakossági Hang M;Korlátlan Net;LAK
16188;0;2013-01-14;Lakossági Hang M;Net 5GB;LAK
16189;0;2010-07-10;Lakossági Hang M;Net 3GB;LAK
16190;0;2020-07-16;Lakossági Hang XS;Net 5GB;LAK
16191;0;2017-06-11;Lakossági Hang Korlátlan;Net 5GB;LAK
16192;0;2013-09-23;Lakossági Hang M;Net 5GB;LAK
16193;0;2016-03-08;Üzleti Hang M;Vállalkozók Netje;ENT
16194;0;2011-12-29;Üzleti Hang M;ÜzlNet 2GB;ENT
16195;0;2017-02-11;Üzleti Hang XL;ÜzlNet 2GB;ENT
16196;0;2011-01-18;Üzleti Hang S;ÜzlNet 2GB;ENT
16197;0;2017-02-06;Üzleti Hang XL;Vállalkozók Netje;ENT
16198;0;2016-01-31;Üzleti Hang XL;ÜzlNet 2GB;ENT
16199;0;2011-05-14;Üzleti Hang XL;Vállalkozók Netje;ENT
16200;0;2015-03-12;Üzleti Hang XL;Vállalkozók Netje;ENT
16201;0;2017-03-10;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16202;0;2018-06-18;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16203;0;2021-09-13;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16204;0;2022-05-15;Üzleti Hang S;Vállalkozók Netje;ENT
16205;0;2018-02-13;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16206;0;2018-04-26;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16207;0;2010-12-31;Üzleti Hang M;Vállalkozók Netje;ENT
16208;0;2015-10-10;Üzleti Hang XL;ÜzlNet 2GB;ENT
16209;0;2011-11-30;Üzleti Hang S;ÜzlNet 2GB;ENT
16210;0;2017-09-14;Üzleti Hang M;ÜzlNet 2GB;ENT
16211;0;2021-08-14;Üzleti Hang XL;Vállalkozók Netje;ENT
16212;0;2012-01-02;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16213;0;2019-12-19;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16214;0;2023-02-04;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16215;0;2012-08-20;Üzleti Hang XL;Vállalkozók Netje;ENT
16216;0;2020-04-02;Üzleti Hang S;Vállalkozók Netje;ENT
16217;0;2023-05-14;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16218;0;2015-09-03;Üzleti Hang M;Vállalkozók Netje;ENT
16219;0;2012-02-23;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16220;0;2010-05-14;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16221;0;2015-04-28;Üzleti Hang XL;Vállalkozók Netje;ENT
16222;0;2020-06-26;Üzleti Hang XL;ÜzlNet 2GB;ENT
16223;0;2017-06-24;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16224;0;2011-12-26;Üzleti Hang M;Vállalkozók Netje;ENT
16225;0;2015-11-25;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16226;0;2023-06-25;Üzleti Hang S;ÜzlNet 2GB;ENT
16227;0;2012-09-12;Lakossági Hang XS;Korlátlan Net;LAK
16228;0;2017-08-20;Lakossági Hang M;Korlátlan Net;LAK
16229;0;2013-01-02;Lakossági Hang M;Net 3GB;LAK
16230;0;2014-10-23;Lakossági Hang XS;Korlátlan Net;LAK
16231;0;2017-01-26;Lakossági Hang XS;Net 3GB;LAK
16232;0;2019-12-20;Lakossági Hang XS;Net 3GB;LAK
16233;0;2012-12-16;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16234;0;2010-10-01;Lakossági Hang XS;Korlátlan Net;LAK
16235;0;2015-03-01;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16236;0;2018-06-21;Lakossági Hang Korlátlan;Net 3GB;LAK
16237;0;2016-01-08;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16238;0;2015-01-25;Lakossági Hang M;Net 5GB;LAK
16239;0;2023-04-16;Lakossági Hang Korlátlan;Net 3GB;LAK
16240;0;2017-02-15;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16241;0;2021-03-17;Lakossági Hang M;Net 5GB;LAK
16242;0;2013-04-14;Lakossági Hang Korlátlan;Net 5GB;LAK
16243;0;2012-04-16;Lakossági Hang Korlátlan;Net 5GB;LAK
16244;0;2016-02-18;Lakossági Hang Korlátlan;Net 5GB;LAK
16245;0;2016-03-16;Lakossági Hang XS;Net 3GB;LAK
16246;0;2022-06-25;Lakossági Hang XS;Korlátlan Net;LAK
16247;0;2012-12-17;Lakossági Hang M;Korlátlan Net;LAK
16248;0;2020-07-03;Lakossági Hang M;Net 3GB;LAK
16249;0;2019-01-21;Lakossági Hang Korlátlan;Net 3GB;LAK
16250;0;2018-02-23;Üzleti Hang M;Vállalkozók Netje;ENT
16251;0;2011-10-07;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16252;0;2023-05-05;Lakossági Hang M;Net 5GB;LAK
16253;0;2012-02-21;Lakossági Hang Korlátlan;Net 5GB;LAK
16254;0;2013-04-16;Lakossági Hang XS;Net 3GB;LAK
16255;1;2013-01-21;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16256;0;2022-02-27;Lakossági Hang XS;Net 3GB;LAK
16257;0;2020-09-23;Lakossági Hang M;Net 5GB;LAK
16258;0;2018-02-04;Lakossági Hang M;Net 5GB;LAK
16259;0;2016-08-27;Lakossági Hang M;Korlátlan Net;LAK
16260;0;2017-05-02;Lakossági Hang XS;Net 5GB;LAK
16261;0;2011-12-13;Lakossági Hang XS;Net 3GB;LAK
16262;0;2013-06-30;Lakossági Hang M;Net 3GB;LAK
16263;0;2015-04-20;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16264;0;2013-02-27;Lakossági Hang Korlátlan;Net 5GB;LAK
16265;0;2017-05-16;Lakossági Hang Korlátlan;Net 5GB;LAK
16266;0;2017-02-19;Lakossági Hang XS;Net 5GB;LAK
16267;0;2019-08-11;Lakossági Hang XS;Net 3GB;LAK
16268;0;2021-05-21;Lakossági Hang M;Net 5GB;LAK
16269;0;2011-05-20;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16270;0;2016-08-15;Lakossági Hang XS;Net 3GB;LAK
16271;0;2016-08-13;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16272;0;2018-12-16;Lakossági Hang M;Korlátlan Net;LAK
16273;0;2016-06-18;Lakossági Hang M;Korlátlan Net;LAK
16274;0;2014-06-25;Lakossági Hang M;Net 5GB;LAK
16275;0;2018-02-22;Lakossági Hang XS;Net 5GB;LAK
16276;0;2011-09-13;Üzleti Hang XL;Vállalkozók Netje;ENT
16277;0;2022-12-20;Üzleti Hang S;ÜzlNet 2GB;ENT
16278;0;2012-04-16;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16279;0;2011-08-26;Üzleti Hang S;ÜzlNet 2GB;ENT
16280;0;2020-10-04;Lakossági Hang XS;Korlátlan Net;LAK
16281;0;2014-11-30;Lakossági Hang XS;Korlátlan Net;LAK
16282;0;2013-01-08;Lakossági Hang XS;Net 3GB;LAK
16283;0;2010-12-31;Lakossági Hang XS;Net 5GB;LAK
16284;0;2022-03-03;Lakossági Hang M;Net 5GB;LAK
16285;0;2020-08-22;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16286;0;2016-08-02;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16287;0;2020-11-25;Lakossági Hang Korlátlan;Net 5GB;LAK
16288;0;2022-05-11;Lakossági Hang XS;Net 5GB;LAK
16289;0;2021-03-15;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16290;0;2020-11-12;Lakossági Hang Korlátlan;Net 5GB;LAK
16291;0;2014-12-10;Üzleti Hang XL;Vállalkozók Netje;ENT
16292;0;2021-09-16;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16293;0;2014-10-12;Üzleti Hang XL;ÜzlNet 2GB;ENT
16294;0;2011-06-02;Üzleti Hang XL;ÜzlNet 2GB;ENT
16295;0;2021-09-22;Üzleti Hang M;ÜzlNet 2GB;ENT
16296;0;2013-08-12;Üzleti Hang XL;Vállalkozók Netje;ENT
16297;0;2011-04-26;Üzleti Hang M;Vállalkozók Netje;ENT
16298;0;2016-02-26;Üzleti Hang M;Vállalkozók Netje;ENT
16299;0;2015-08-10;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16300;0;2021-01-28;Üzleti Hang M;ÜzlNet 2GB;ENT
16301;0;2013-11-01;Üzleti Hang XL;ÜzlNet 2GB;ENT
16302;0;2010-09-25;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16303;0;2010-09-05;Üzleti Hang S;ÜzlNet Korlátlan;ENT
16304;0;2011-04-23;Üzleti Hang XL;ÜzlNet 2GB;ENT
16305;0;2014-09-07;Üzleti Hang XL;ÜzlNet 2GB;ENT
16306;0;2010-12-30;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16307;0;2016-07-05;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16308;0;2013-05-17;Üzleti Hang S;Vállalkozók Netje;ENT
16309;0;2016-11-28;Üzleti Hang XL;Vállalkozók Netje;ENT
16310;0;2022-03-30;Üzleti Hang XL;ÜzlNet 2GB;ENT
16311;0;2015-03-29;Üzleti Hang M;ÜzlNet 2GB;ENT
16312;0;2015-07-16;Üzleti Hang M;ÜzlNet 2GB;ENT
16313;0;2010-08-17;Üzleti Hang M;Vállalkozók Netje;ENT
16314;0;2014-12-30;Üzleti Hang XL;Vállalkozók Netje;ENT
16315;0;2016-10-24;Üzleti Hang M;Vállalkozók Netje;ENT
16316;0;2022-12-28;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16317;0;2018-06-27;Üzleti Hang M;ÜzlNet 2GB;ENT
16318;0;2012-04-01;Üzleti Hang XL;ÜzlNet 2GB;ENT
16319;0;2023-06-14;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16320;0;2016-07-19;Üzleti Hang M;Vállalkozók Netje;ENT
16321;0;2020-08-30;Üzleti Hang XL;ÜzlNet Korlátlan;ENT
16322;0;2022-05-18;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16323;0;2021-12-17;Üzleti Hang M;Vállalkozók Netje;ENT
16324;0;2020-05-13;Üzleti Hang M;ÜzlNet Korlátlan;ENT
16325;0;2011-03-21;Üzleti Hang XL;Vállalkozók Netje;ENT
16326;1;2013-01-20;Lakossági Hang XS;Net 5GB;LAK
16327;0;2011-08-18;Lakossági Hang Korlátlan;Net 3GB;LAK
16328;0;2014-01-21;Lakossági Hang XS;Net 5GB;LAK
16329;1;2010-06-09;Lakossági Hang M;Net 3GB;LAK
16330;0;2020-05-16;Lakossági Hang XS;Net 5GB;LAK
16331;0;2015-12-10;Lakossági Hang M;Korlátlan Net;LAK
16332;0;2018-03-05;Lakossági Hang M;Net 3GB;LAK
16333;0;2022-01-04;Lakossági Hang M;Korlátlan Net;LAK
16334;0;2012-11-27;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16335;0;2018-08-30;Lakossági Hang XS;Net 5GB;LAK
16336;0;2022-10-16;Lakossági Hang Korlátlan;Net 5GB;LAK
16337;0;2016-07-01;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16338;0;2018-05-03;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16339;0;2013-10-19;Lakossági Hang Korlátlan;Korlátlan Net;LAK
16340;0;2013-07-06;Lakossági Hang M;Korlátlan Net;LAK
16341;1;2022-01-05;Lakossági Hang XS;Net 3GB;LAK
16342;0;2018-01-06;Lakossági Hang Korlátlan;Net 5GB;LAK
16343;0;2012-05-30;Lakossági Hang XS;Net 3GB;LAK
16344;0;2018-03-06;Lakossági Hang XS;Net 5GB;LAK
16345;0;2023-05-22;Üzleti Hang S;Vállalkozók Netje;ENT
16346;0;2012-03-26;Lakossági Hang M;Net 5GB;LAK
